,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
1321,x,f,n,t,n,f,c,b,p,t,b,2,s,s,w,p,p,w,59,o,p,n,v,d,e
1322,x,y,g,f,f,f,c,b,h,e,b,591,k,k,p,n,p,w,23,o,l,h,v,g,p
1323,x,s,w,f,c,f,c,n,u,e,b,260,s,s,w,w,p,w,37,o,p,n,s,d,p
1324,f,y,e,t,n,f,c,b,u,t,b,5,s,s,p,p,p,w,23,o,p,k,y,d,e
1325,f,y,e,f,y,f,c,n,b,t,?,5,s,k,w,p,p,w,70,o,e,w,v,d,p
1326,f,f,g,t,n,f,c,b,p,t,b,165,s,s,p,p,p,w,51,o,p,n,v,d,e
1327,f,y,u,f,n,f,c,n,u,e,?,151,s,f,w,w,p,w,27,o,f,h,v,d,e
1328,x,f,g,t,n,f,c,b,u,t,b,423,s,s,w,w,p,w,43,o,p,k,v,d,e
1329,x,y,y,t,l,f,c,b,k,e,c,134,s,s,w,w,p,w,30,o,p,k,n,m,e
1330,x,y,w,t,a,f,c,b,n,e,c,39,s,s,w,w,p,w,52,o,p,n,s,m,e
1331,x,s,n,f,n,a,c,b,o,e,?,67,s,s,o,o,p,n,23,o,p,o,v,l,e
1332,x,s,w,f,n,f,w,b,n,t,e,212,f,f,w,w,p,w,26,o,e,k,a,g,e
1333,b,s,y,t,l,f,c,b,w,e,c,41,s,s,w,w,p,w,23,o,p,k,n,m,e
1334,k,y,n,f,s,f,c,n,b,t,?,642,s,k,w,p,p,w,38,o,e,w,v,p,p
1335,f,y,n,f,s,f,c,n,b,t,?,153,s,s,w,w,p,w,24,o,e,w,v,p,p
1336,b,s,p,t,n,f,c,b,r,e,b,103,s,s,w,w,p,w,45,t,p,r,v,g,p
1337,x,s,w,f,n,f,w,b,p,t,e,2,f,s,w,w,p,w,25,o,e,n,a,g,e
1338,f,y,g,t,n,f,c,b,u,t,b,296,s,s,w,w,p,w,23,o,p,k,v,d,e
1339,x,y,g,f,f,f,c,b,p,e,b,128,k,k,n,p,p,w,23,o,l,h,y,d,p
1340,x,s,w,f,n,f,w,b,g,e,?,227,s,k,w,w,p,w,56,t,p,w,s,g,e
1341,x,f,g,t,n,f,c,b,n,t,b,4,s,s,w,g,p,w,23,o,p,n,y,d,e
1342,f,y,w,t,p,f,c,n,p,e,e,12,s,s,w,w,p,w,51,o,p,n,v,g,p
1343,x,f,g,f,n,f,w,b,w,e,?,681,k,k,w,w,p,w,25,t,p,w,n,g,e
1344,f,y,n,t,p,f,c,n,w,e,e,12,s,s,w,w,p,w,26,o,p,n,v,u,p
1345,f,y,n,t,a,f,c,b,n,e,r,202,s,y,w,w,p,w,32,o,p,k,s,g,e
1346,f,s,g,f,n,f,w,b,p,t,e,131,s,f,w,w,p,w,52,o,e,n,a,g,e
1347,f,s,e,f,f,f,c,n,b,t,?,11,s,k,p,w,p,w,24,o,e,w,v,l,p
1348,x,f,n,t,n,f,c,b,u,t,b,179,s,s,p,w,p,w,28,o,p,n,v,d,e
1349,b,s,y,t,a,f,c,b,n,e,c,49,s,s,w,w,p,w,23,o,p,k,s,g,e
1350,k,s,n,f,y,f,c,n,b,t,?,5,k,k,w,w,p,w,23,o,e,w,v,l,p
1351,x,s,w,t,f,f,c,b,h,t,b,302,f,f,w,w,p,w,25,o,p,h,v,g,p
1352,f,f,n,f,n,f,w,b,n,t,e,69,s,s,w,w,p,w,25,o,e,k,a,g,e
1353,f,f,g,t,n,f,c,b,n,t,b,106,s,s,w,g,p,w,27,o,p,n,v,d,e
1354,x,s,e,f,y,f,c,n,b,t,?,21,k,s,p,p,p,w,49,o,e,w,v,l,p
1355,f,y,n,t,n,f,c,b,u,t,b,228,s,s,p,p,p,w,54,o,p,n,y,d,e
1356,x,y,y,f,f,f,c,b,p,e,b,354,k,k,p,b,p,w,36,o,l,h,y,d,p
1357,b,s,w,t,l,f,c,b,g,e,c,230,s,s,w,w,p,w,25,o,p,k,n,m,e
1358,f,y,n,t,p,f,c,n,p,e,e,69,s,s,w,w,p,w,23,o,p,n,v,g,p
1359,x,y,e,f,s,f,c,n,b,t,?,593,s,k,w,w,p,w,37,o,e,w,v,p,p
1360,x,y,n,f,f,f,c,n,b,t,?,219,k,s,p,p,p,w,38,o,e,w,v,l,p
1361,x,y,w,t,p,f,c,n,n,e,e,35,s,s,w,w,p,w,55,o,p,n,s,u,p
1362,f,f,y,f,f,f,c,b,h,e,b,248,k,k,b,p,p,w,24,o,l,h,y,d,p
1363,x,f,n,t,n,f,c,b,n,t,b,217,s,s,w,g,p,w,41,o,p,k,y,d,e
1364,x,s,w,t,p,f,c,n,w,e,e,54,s,s,w,w,p,w,26,o,p,n,v,u,p
1365,x,f,w,f,n,f,w,b,g,e,?,319,s,k,w,w,p,w,71,t,p,w,s,g,e
1366,x,f,w,f,n,f,w,b,p,e,?,204,k,s,w,w,p,w,31,t,p,w,n,g,e
1367,k,f,w,f,n,f,w,b,p,e,?,719,k,k,w,w,p,w,42,t,p,w,s,g,e
1368,x,s,w,t,p,f,c,n,k,e,e,36,s,s,w,w,p,w,35,o,p,k,v,g,p
1369,x,y,g,f,f,f,c,b,h,e,b,127,k,k,n,b,p,w,31,o,l,h,y,d,p
1370,x,y,y,f,f,f,c,b,g,e,b,470,k,k,n,n,p,w,35,o,l,h,y,d,p
1371,x,f,g,f,f,f,c,b,p,e,b,370,k,k,n,b,p,w,24,o,l,h,y,g,p
1372,f,s,n,t,p,f,c,n,w,e,e,137,s,s,w,w,p,w,27,o,p,k,v,u,p
1373,f,y,g,f,f,f,c,b,g,e,b,173,k,k,b,p,p,w,64,o,l,h,y,g,p
1374,x,s,n,f,s,f,c,n,b,t,?,358,s,s,w,p,p,w,43,o,e,w,v,l,p
1375,f,f,e,t,n,f,c,b,u,t,b,164,s,s,w,w,p,w,48,o,p,k,v,d,e
1376,f,f,g,f,n,f,w,b,n,t,e,121,f,s,w,w,p,w,15,o,e,k,a,g,e
1377,f,f,e,t,n,f,c,b,n,t,b,214,s,s,w,w,p,w,41,o,p,k,v,d,e
1378,f,s,e,f,s,f,c,n,b,t,?,537,k,k,w,p,p,w,61,o,e,w,v,d,p
1379,x,f,n,f,n,f,w,n,w,e,b,214,f,s,w,n,p,w,28,o,e,w,v,l,e
1380,f,y,n,t,n,f,c,b,w,t,b,224,s,s,p,g,p,w,23,o,p,k,v,d,e
1381,f,y,e,t,n,f,c,b,n,t,b,3,s,s,p,p,p,w,51,o,p,k,y,d,e
1382,f,s,g,f,n,f,w,b,p,t,e,253,f,s,w,w,p,w,25,o,e,k,a,g,e
1383,f,f,g,t,n,f,c,b,n,t,b,363,s,s,p,p,p,w,42,o,p,k,y,d,e
1384,x,f,y,f,f,f,c,b,h,e,b,64,k,k,p,n,p,w,24,o,l,h,v,d,p
1385,x,s,n,f,y,f,c,n,b,t,?,8,s,k,p,w,p,w,33,o,e,w,v,p,p
1386,x,y,r,f,n,f,c,n,p,e,?,4,s,f,w,w,p,w,43,o,f,h,y,d,e
1387,b,y,w,t,l,f,c,b,n,e,c,74,s,s,w,w,p,w,24,o,p,k,s,g,e
1388,f,y,e,t,n,f,c,b,p,t,b,523,s,s,w,w,p,w,45,o,p,n,y,d,e
1389,f,f,e,t,n,f,c,b,p,t,b,8,s,s,p,w,p,w,23,o,p,n,v,d,e
1390,f,s,g,t,f,f,c,b,w,t,b,75,s,s,w,w,p,w,23,o,p,h,v,g,p
1391,x,y,y,t,a,f,c,b,w,e,r,56,s,y,w,w,p,w,40,o,p,k,y,p,e
1392,x,s,g,f,n,f,w,b,k,t,e,1,s,s,w,w,p,w,39,o,e,n,a,g,e
1393,x,y,n,t,l,f,c,b,w,e,r,106,s,y,w,w,p,w,29,o,p,n,s,g,e
1394,f,s,w,f,n,f,w,b,p,t,e,388,f,s,w,w,p,w,23,o,e,k,a,g,e
1395,f,y,g,f,f,f,c,b,p,e,b,9,k,k,b,p,p,w,26,o,l,h,y,p,p
1396,b,f,g,f,n,f,w,b,p,e,?,575,s,s,w,w,p,w,27,t,p,w,s,g,e
1397,k,s,n,f,f,f,c,n,b,t,?,285,s,k,p,w,p,w,24,o,e,w,v,l,p
1398,b,s,w,t,l,f,c,b,n,e,c,62,s,s,w,w,p,w,28,o,p,n,s,m,e
1399,f,s,n,f,f,f,c,n,b,t,?,214,k,s,p,w,p,w,23,o,e,w,v,d,p
1400,x,s,n,f,n,f,w,b,k,t,e,100,s,s,w,w,p,w,34,o,e,n,a,g,e
1401,f,s,w,f,n,f,w,b,h,t,e,467,s,f,w,w,p,w,25,o,e,k,a,g,e
1402,f,f,g,t,n,f,c,b,n,t,b,545,s,s,w,p,p,w,32,o,p,n,v,d,e
1403,f,f,y,f,f,f,c,b,h,e,b,95,k,k,n,n,p,w,25,o,l,h,v,d,p
1404,x,f,e,t,n,f,c,b,w,t,b,218,s,s,g,g,p,w,62,o,p,k,v,d,e
1405,x,f,g,t,n,f,c,b,n,t,b,92,s,s,p,g,p,w,23,o,p,k,v,d,e
1406,x,y,g,t,n,f,c,b,p,t,b,116,s,s,g,g,p,w,62,o,p,n,y,d,e
1407,b,s,y,t,a,f,c,b,g,e,c,102,s,s,w,w,p,w,23,o,p,n,s,m,e
1408,f,s,w,t,f,f,c,b,h,t,b,6,s,f,w,w,p,w,23,o,p,h,v,g,p
1409,f,y,g,f,f,f,c,b,p,e,b,6,k,k,b,n,p,w,40,o,l,h,y,p,p
1410,f,s,w,f,n,f,w,b,p,t,e,56,s,f,w,w,p,w,54,o,e,k,s,g,e
1411,x,s,n,f,f,f,c,n,b,t,?,800,s,k,w,w,p,w,26,o,e,w,v,d,p
1412,f,f,g,f,f,f,c,b,p,e,b,30,k,k,n,b,p,w,32,o,l,h,v,g,p
1413,x,y,g,f,f,f,c,b,p,e,b,135,k,k,b,p,p,w,26,o,l,h,y,d,p
1414,s,f,g,f,n,f,c,n,p,e,e,8,s,s,w,w,p,w,23,o,p,k,v,u,e
1415,f,f,g,f,f,f,c,b,p,e,b,94,k,k,b,p,p,w,23,o,l,h,y,g,p
1416,f,f,y,f,f,f,c,b,g,e,b,166,k,k,b,p,p,w,59,o,l,h,v,g,p
1417,x,y,y,f,f,f,c,b,g,e,b,34,k,k,n,p,p,w,23,o,l,h,v,d,p
1418,x,y,n,f,y,f,c,n,b,t,?,61,k,s,p,p,p,w,31,o,e,w,v,p,p
1419,x,f,g,f,f,f,c,b,p,e,b,244,k,k,n,n,p,w,28,o,l,h,v,g,p
1420,f,f,g,t,n,f,c,b,u,t,b,7,s,s,g,g,p,w,23,o,p,k,v,d,e
1421,f,y,n,t,l,f,c,b,w,e,r,37,s,y,w,w,p,w,23,o,p,k,s,p,e
1422,x,s,w,f,n,f,w,b,g,e,?,4,s,k,w,w,p,w,23,t,p,w,n,g,e
1423,b,s,y,t,a,f,c,b,n,e,c,92,s,s,w,w,p,w,24,o,p,n,s,m,e
1424,f,y,e,f,s,f,c,n,b,t,?,17,s,s,w,p,p,w,24,o,e,w,v,l,p
1425,k,y,n,f,f,f,c,n,b,t,?,547,s,k,w,p,p,w,45,o,e,w,v,p,p
1426,f,f,y,f,f,f,c,b,g,e,b,18,k,k,n,p,p,w,24,o,l,h,y,p,p
1427,x,s,w,t,f,f,c,b,h,t,b,111,s,s,w,w,p,w,56,o,p,h,s,g,p
1428,f,f,y,f,f,f,c,b,h,e,b,38,k,k,b,p,p,w,23,o,l,h,v,p,p
1429,x,f,w,f,c,f,c,n,p,e,b,153,s,s,w,w,p,w,28,o,p,n,v,d,p
1430,x,s,n,f,n,f,w,b,n,t,e,157,f,s,w,w,p,w,23,o,e,k,s,g,e
1431,x,f,e,t,n,f,c,b,n,t,b,218,s,s,w,w,p,w,52,o,p,k,y,d,e
1432,x,y,n,t,a,f,c,b,p,e,r,4,s,y,w,w,p,w,23,o,p,n,s,p,e
1433,x,y,n,f,f,f,c,n,b,t,?,68,k,k,w,w,p,w,24,o,e,w,v,p,p
1434,f,s,g,f,n,f,w,b,k,t,e,63,s,s,w,w,p,w,32,o,e,k,s,g,e
1435,f,y,n,f,s,f,c,n,b,t,?,1,k,k,p,p,p,w,38,o,e,w,v,p,p
1436,x,y,c,t,n,f,c,b,w,e,b,202,s,s,w,w,p,w,41,t,p,w,v,p,e
1437,x,f,w,f,n,f,w,b,k,t,e,15,f,s,w,w,p,w,44,o,e,k,a,g,e
1438,f,y,y,f,f,f,c,b,p,e,b,6,k,k,b,p,p,w,23,o,l,h,y,p,p
1439,f,y,n,f,y,f,c,n,b,t,?,78,s,k,p,w,p,w,24,o,e,w,v,p,p
1440,f,f,g,t,n,f,c,b,u,t,b,454,s,s,w,p,p,w,69,o,p,k,y,d,e
1441,f,y,y,f,f,f,c,b,h,e,b,77,k,k,n,n,p,w,25,o,l,h,v,d,p
1442,f,y,y,t,l,f,c,b,n,e,r,25,s,y,w,w,p,w,23,o,p,k,y,p,e
1443,x,s,g,t,f,f,c,b,p,t,b,2,s,f,w,w,p,w,56,o,p,h,v,u,p
1444,x,s,p,t,n,f,c,b,w,e,b,353,s,s,w,w,p,w,23,t,p,w,y,p,e
1445,x,y,e,f,y,f,c,n,b,t,?,79,k,s,w,p,p,w,25,o,e,w,v,p,p
1446,x,f,g,f,n,f,w,b,k,t,e,166,s,f,w,w,p,w,23,o,e,k,s,g,e
1447,x,y,g,f,f,f,c,b,p,e,b,25,k,k,b,n,p,w,23,o,l,h,v,d,p
1448,x,y,y,t,l,f,c,b,k,e,c,3,s,s,w,w,p,w,23,o,p,n,s,g,e
1449,f,y,g,f,f,f,c,b,g,e,b,185,k,k,n,n,p,w,23,o,l,h,v,g,p
1450,x,f,g,t,n,f,c,b,p,t,b,41,s,s,g,p,p,w,65,o,p,k,v,d,e
1451,f,f,e,t,n,f,c,b,n,t,b,144,s,s,p,w,p,w,23,o,p,k,v,d,e
1452,k,s,p,t,n,f,c,b,w,e,?,236,s,s,e,w,p,w,26,t,e,w,c,w,e
1453,f,y,y,t,l,f,c,b,p,e,r,102,s,y,w,w,p,w,24,o,p,n,s,g,e
1454,f,y,g,f,f,f,c,b,p,e,b,54,k,k,n,n,p,w,29,o,l,h,y,d,p
1455,x,s,w,f,n,f,w,b,p,e,?,3,k,k,w,w,p,w,23,t,p,w,s,g,e
1456,f,s,w,f,n,f,w,b,h,t,e,3,f,s,w,w,p,w,23,o,e,k,a,g,e
1457,f,y,y,f,f,f,c,b,h,e,b,409,k,k,n,b,p,w,23,o,l,h,y,p,p
1458,x,s,e,f,f,f,c,n,b,t,?,233,s,s,p,w,p,w,28,o,e,w,v,l,p
1459,f,s,w,t,f,f,c,b,p,t,b,199,f,s,w,w,p,w,46,o,p,h,s,g,p
1460,f,y,u,f,n,f,c,n,p,e,?,124,s,f,w,w,p,w,24,o,f,h,v,d,e
1461,k,s,e,f,f,f,c,n,b,t,?,452,s,k,p,p,p,w,42,o,e,w,v,l,p
1462,x,f,g,f,f,f,c,b,p,e,b,35,k,k,p,b,p,w,27,o,l,h,v,p,p
1463,f,f,e,t,n,f,c,b,w,t,b,149,s,s,w,w,p,w,37,o,p,k,v,d,e
1464,k,s,e,t,n,f,c,b,e,e,?,5,s,s,w,e,p,w,24,t,e,w,c,w,e
1465,x,y,e,t,n,f,c,b,u,t,b,14,s,s,w,w,p,w,22,o,p,k,v,d,e
1466,f,s,e,f,s,f,c,n,b,t,?,79,s,k,p,w,p,w,64,o,e,w,v,p,p
1467,x,y,g,t,n,f,c,b,n,t,b,122,s,s,p,g,p,w,29,o,p,n,v,d,e
1468,b,y,y,t,l,f,c,b,w,e,c,18,s,s,w,w,p,w,38,o,p,n,s,g,e
1469,x,s,y,t,a,f,c,b,n,e,c,124,s,s,w,w,p,w,23,o,p,n,s,g,e
1470,f,y,y,t,a,f,c,b,p,e,r,166,s,y,w,w,p,w,54,o,p,k,s,g,e
1471,x,y,e,f,s,f,c,n,b,t,?,16,k,s,w,p,p,w,49,o,e,w,v,p,p
1472,x,f,g,f,f,f,c,b,g,e,b,14,k,k,p,n,p,w,23,o,l,h,v,d,p
1473,k,y,e,f,s,f,c,n,b,t,?,264,k,k,p,p,p,w,23,o,e,w,v,p,p
1474,f,f,e,t,n,f,c,b,n,t,b,150,s,s,p,g,p,w,23,o,p,n,y,d,e
1475,f,f,w,t,l,f,w,n,w,t,b,52,s,s,w,w,p,w,23,o,p,n,v,d,e
1476,x,y,g,t,n,f,c,b,w,t,b,303,s,s,w,w,p,w,35,o,p,n,y,d,e
1477,f,y,e,t,n,f,c,b,n,t,b,285,s,s,g,w,p,w,23,o,p,n,y,d,e
1478,x,s,w,t,l,f,c,b,k,e,c,7,s,s,w,w,p,w,47,o,p,k,n,g,e
1479,f,s,b,t,f,f,c,b,p,t,b,49,f,s,w,w,p,w,23,o,p,h,v,g,p
1480,b,y,w,t,a,f,c,b,w,e,c,32,s,s,w,w,p,w,23,o,p,n,n,g,e
1481,x,y,e,f,s,f,c,n,b,t,?,211,k,k,w,p,p,w,25,o,e,w,v,p,p
1482,f,y,y,f,f,f,c,b,h,e,b,365,k,k,n,p,p,w,23,o,l,h,v,p,p
1483,f,y,n,t,n,f,c,b,u,t,b,150,s,s,g,w,p,w,40,o,p,k,y,d,e
1484,f,y,n,t,n,f,c,b,u,t,b,129,s,s,w,w,p,w,41,o,p,n,y,d,e
1485,x,y,w,t,p,f,c,n,k,e,e,68,s,s,w,w,p,w,29,o,p,k,v,u,p
1486,f,y,y,f,f,f,c,b,g,e,b,397,k,k,p,p,p,w,55,o,l,h,y,d,p
1487,f,s,n,f,f,f,c,n,b,t,?,352,s,k,p,w,p,w,25,o,e,w,v,l,p
1488,x,y,y,t,l,f,c,b,w,e,r,80,s,y,w,w,p,w,35,o,p,k,y,p,e
1489,b,s,n,f,n,a,c,b,n,e,?,2,s,s,o,o,p,o,23,o,p,y,c,l,e
1490,f,f,g,t,n,f,c,b,n,t,b,365,s,s,p,g,p,w,45,o,p,k,y,d,e
1491,f,s,b,t,f,f,c,b,p,t,b,233,f,s,w,w,p,w,31,o,p,h,s,u,p
1492,x,y,n,t,n,f,c,b,w,t,b,106,s,s,g,w,p,w,23,o,p,n,v,d,e
1493,f,y,n,f,s,f,c,n,b,t,?,60,s,s,p,w,p,w,23,o,e,w,v,l,p
1494,x,y,e,f,y,f,c,n,b,t,?,81,k,k,p,w,p,w,25,o,e,w,v,l,p
1495,x,s,g,f,n,f,w,b,p,e,?,64,k,k,w,w,p,w,24,t,p,w,n,g,e
1496,f,s,e,f,s,f,c,n,b,t,?,11,k,k,w,w,p,w,23,o,e,w,v,l,p
1497,x,y,e,t,n,f,c,b,u,t,b,34,s,s,p,p,p,w,48,o,p,n,y,d,e
1498,f,f,y,f,f,f,c,b,h,e,b,337,k,k,p,n,p,w,25,o,l,h,v,g,p
1499,x,y,g,t,n,f,c,b,n,t,b,286,s,s,p,w,p,w,24,o,p,k,v,d,e
1500,x,s,n,f,y,f,c,n,b,t,?,120,k,s,w,p,p,w,23,o,e,w,v,d,p
1501,x,s,p,f,c,f,c,n,p,e,b,411,s,s,w,w,p,w,23,o,p,k,s,d,p
1502,k,s,n,f,n,a,c,b,o,e,?,626,s,s,o,o,p,n,27,o,p,o,v,l,e
1503,f,f,g,f,f,f,c,b,h,e,b,271,k,k,n,b,p,w,22,o,l,h,y,p,p
1504,x,y,w,f,n,f,c,n,h,e,?,11,s,f,w,w,p,w,25,o,f,h,v,d,e
1505,f,f,g,f,n,f,w,b,n,t,e,2,s,f,w,w,p,w,22,o,e,n,a,g,e
1506,x,s,n,t,p,f,c,n,w,e,e,93,s,s,w,w,p,w,37,o,p,n,s,u,p
1507,f,f,g,f,f,f,c,b,p,e,b,196,k,k,p,n,p,w,35,o,l,h,v,d,p
1508,f,s,g,t,f,f,c,b,h,t,b,80,f,s,w,w,p,w,45,o,p,h,v,g,p
1509,f,s,n,f,n,f,w,b,h,t,e,31,s,f,w,w,p,w,26,o,e,k,a,g,e
1510,f,s,n,f,f,f,c,n,b,t,?,281,k,k,w,w,p,w,43,o,e,w,v,d,p
1511,f,y,g,t,n,f,c,b,n,t,b,219,s,s,w,w,p,w,54,o,p,k,y,d,e
1512,x,f,g,f,n,f,w,b,p,t,e,31,s,s,w,w,p,w,33,o,e,n,a,g,e
1513,x,s,g,f,n,f,w,b,w,e,?,148,k,k,w,w,p,w,23,t,p,w,s,g,e
1514,f,s,e,f,y,f,c,n,b,t,?,36,k,k,w,p,p,w,26,o,e,w,v,p,p
1515,f,f,e,t,n,f,c,b,w,t,b,134,s,s,p,g,p,w,34,o,p,n,v,d,e
1516,f,y,g,f,f,f,c,b,g,e,b,524,k,k,n,b,p,w,75,o,l,h,v,p,p
1517,k,y,n,f,f,f,c,n,b,t,?,9,k,k,p,p,p,w,23,o,e,w,v,l,p
1518,x,y,u,f,n,f,c,n,w,e,?,161,s,f,w,w,p,w,23,o,f,h,v,d,e
1519,f,f,g,f,f,f,c,b,h,e,b,114,k,k,b,b,p,w,37,o,l,h,y,d,p
1520,x,y,g,t,n,f,c,b,u,t,b,14,s,s,g,w,p,w,23,o,p,k,v,d,e
1521,f,f,g,f,f,f,c,b,g,e,b,154,k,k,b,p,p,w,24,o,l,h,y,d,p
1522,x,f,e,t,n,f,c,b,p,t,b,21,s,s,g,w,p,w,31,o,p,k,y,d,e
1523,k,s,n,f,n,a,c,b,o,e,?,645,s,s,o,o,p,n,23,o,p,n,v,l,e
1524,x,y,w,t,l,f,c,b,w,e,c,211,s,s,w,w,p,w,23,o,p,k,n,g,e
1525,f,s,b,t,f,f,c,b,h,t,b,28,s,f,w,w,p,w,23,o,p,h,s,g,p
1526,f,s,g,t,f,f,c,b,h,t,b,68,s,s,w,w,p,w,82,o,p,h,s,g,p
1527,f,f,e,t,n,f,c,b,p,t,b,84,s,s,g,w,p,w,34,o,p,n,v,d,e
1528,b,s,w,f,n,f,w,b,w,e,?,385,k,k,w,w,p,w,33,t,p,w,s,g,e
1529,f,y,g,f,f,f,c,b,h,e,b,86,k,k,b,b,p,w,23,o,l,h,v,p,p
1530,f,y,y,f,f,f,c,b,p,e,b,19,k,k,b,n,p,w,23,o,l,h,y,d,p
1531,f,y,g,f,f,f,c,b,g,e,b,39,k,k,b,b,p,w,23,o,l,h,y,d,p
1532,f,s,g,f,n,f,w,b,k,t,e,2,s,f,w,w,p,w,40,o,e,n,a,g,e
1533,x,s,n,f,f,f,c,n,b,t,?,262,s,s,p,p,p,w,23,o,e,w,v,p,p
1534,f,y,g,t,n,f,c,b,u,t,b,30,s,s,w,p,p,w,27,o,p,k,y,d,e
1535,f,s,w,t,f,f,c,b,w,t,b,83,f,s,w,w,p,w,25,o,p,h,v,u,p
1536,f,s,e,f,y,f,c,n,b,t,?,9,s,s,w,w,p,w,37,o,e,w,v,d,p
1537,k,s,e,f,f,f,c,n,b,t,?,248,k,s,w,p,p,w,47,o,e,w,v,d,p
1538,x,s,y,t,a,f,c,b,w,e,c,45,s,s,w,w,p,w,26,o,p,n,s,g,e
1539,x,s,w,f,n,f,w,b,k,t,e,17,f,s,w,w,p,w,23,o,e,k,a,g,e
1540,k,s,e,f,y,f,c,n,b,t,?,390,k,k,w,p,p,w,34,o,e,w,v,d,p
1541,x,s,n,f,f,f,c,n,b,t,?,479,s,k,p,w,p,w,46,o,e,w,v,d,p
1542,x,f,w,f,c,f,c,n,p,e,b,193,s,s,w,w,p,w,59,o,p,k,s,d,p
1543,f,y,g,f,f,f,c,b,g,e,b,181,k,k,n,p,p,w,23,o,l,h,v,d,p
1544,b,s,w,f,n,f,w,b,g,e,?,74,k,s,w,w,p,w,23,t,p,w,s,g,e
1545,f,f,g,f,n,f,w,b,k,t,e,98,s,f,w,w,p,w,53,o,e,n,s,g,e
1546,f,y,e,f,f,f,c,n,b,t,?,35,s,k,w,p,p,w,52,o,e,w,v,p,p
1547,f,f,n,t,n,f,c,b,u,t,b,138,s,s,w,p,p,w,65,o,p,k,v,d,e
1548,x,s,b,t,f,f,c,b,h,t,b,97,f,f,w,w,p,w,26,o,p,h,v,g,p
1549,f,s,n,f,n,a,c,b,n,e,?,522,s,s,o,o,p,o,39,o,p,o,c,l,e
1550,x,y,e,t,n,f,c,b,p,t,b,204,s,s,g,w,p,w,23,o,p,n,y,d,e
1551,f,y,n,t,n,f,c,b,n,t,b,349,s,s,p,p,p,w,23,o,p,k,v,d,e
1552,f,s,e,f,s,f,c,n,b,t,?,268,s,k,w,w,p,w,44,o,e,w,v,p,p
1553,f,y,n,f,s,f,c,n,b,t,?,23,k,s,p,w,p,w,35,o,e,w,v,l,p
1554,k,y,e,f,f,f,c,n,b,t,?,28,k,s,w,p,p,w,24,o,e,w,v,l,p
1555,f,f,e,t,n,f,c,b,w,t,b,203,s,s,g,w,p,w,23,o,p,n,y,d,e
1556,x,f,e,t,n,f,c,b,n,t,b,44,s,s,p,g,p,w,5,o,p,n,v,d,e
1557,x,f,g,f,f,f,c,b,h,e,b,126,k,k,p,n,p,w,23,o,l,h,v,d,p
1558,f,f,n,t,n,f,c,b,u,t,b,491,s,s,w,p,p,w,51,o,p,n,v,d,e
1559,x,f,n,t,n,f,c,b,u,t,b,420,s,s,p,w,p,w,47,o,p,n,y,d,e
1560,x,s,n,f,n,a,c,b,y,e,?,226,s,s,o,o,p,o,36,o,p,n,v,l,e
1561,f,f,g,t,n,f,c,b,n,t,b,382,s,s,w,p,p,w,23,o,p,k,y,d,e
1562,f,s,n,f,y,f,c,n,b,t,?,91,s,s,p,p,p,w,66,o,e,w,v,d,p
1563,b,y,w,t,l,f,c,b,k,e,c,7,s,s,w,w,p,w,24,o,p,n,n,m,e
1564,f,f,g,t,n,f,c,b,u,t,b,6,s,s,p,w,p,w,45,o,p,k,v,d,e
1565,k,s,e,f,y,f,c,n,b,t,?,6,s,k,w,p,p,w,24,o,e,w,v,l,p
1566,f,y,g,t,n,f,c,b,p,t,b,174,s,s,p,w,p,w,27,o,p,k,y,d,e
1567,x,s,w,t,a,f,c,b,k,e,c,105,s,s,w,w,p,w,45,o,p,k,n,g,e
1568,f,f,g,t,n,f,c,b,w,t,b,260,s,s,g,p,p,w,23,o,p,n,y,d,e
1569,x,s,n,f,y,f,c,n,b,t,?,102,k,s,w,w,p,w,39,o,e,w,v,l,p
1570,x,f,n,f,n,f,w,b,n,t,e,361,s,s,w,w,p,w,39,o,e,n,a,g,e
1571,x,s,w,t,f,f,c,b,p,t,b,178,s,s,w,w,p,w,23,o,p,h,v,u,p
1572,f,y,n,f,y,f,c,n,b,t,?,361,s,k,w,p,p,w,23,o,e,w,v,d,p
1573,x,f,n,t,n,f,c,b,p,t,b,155,s,s,p,g,p,w,25,o,p,k,y,d,e
1574,x,f,g,f,f,f,c,b,h,e,b,243,k,k,b,p,p,w,24,o,l,h,y,g,p
1575,f,s,b,t,f,f,c,b,w,t,b,33,s,f,w,w,p,w,25,o,p,h,v,u,p
1576,x,f,g,f,n,f,w,b,n,t,e,118,f,s,w,w,p,w,44,o,e,k,a,g,e
1577,x,s,w,t,f,f,c,b,w,t,b,20,f,s,w,w,p,w,35,o,p,h,s,u,p
1578,f,f,e,t,n,f,c,b,n,t,b,76,s,s,g,p,p,w,24,o,p,k,y,d,e
1579,f,y,n,t,n,f,c,b,p,t,b,263,s,s,g,w,p,w,39,o,p,k,v,d,e
1580,x,s,n,t,p,f,c,n,w,e,e,256,s,s,w,w,p,w,56,o,p,n,v,g,p
1581,f,y,y,t,a,f,c,b,p,e,r,8,s,y,w,w,p,w,24,o,p,k,y,p,e
